FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,ジオメトリ,source_file,total_volume,datetime,hour,dayofweek,is_weekend,hour_sin,hour_cos,station_6110080,station_6110090,station_6110100,station_6110530,congestion_class
t_travospublic_measure_1h.7309172,86,,6110090,2,20251008,0,304,96,0,0,0,0,0,271,94,0,0,0,0,0,3,202510080000,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,765,2025-10-08 00:00:00,0,2,0,0.0,1.0,False,True,False,False,low
t_travospublic_measure_1h.7309173,86,,6110100,2,20251008,0,103,33,0,0,0,0,0,91,34,0,0,0,0,0,3,202510080000,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,261,2025-10-08 00:00:00,0,2,0,0.0,1.0,False,False,True,False,low
t_travospublic_measure_1h.7309213,86,,6110530,2,20251008,0,140,41,0,0,0,0,0,167,106,0,0,0,0,0,3,202510080000,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,454,2025-10-08 00:00:00,0,2,0,0.0,1.0,False,False,False,True,low
t_travospublic_measure_1h.7310174,86,,6110080,2,20251008,100,178,114,0,0,0,0,0,175,128,0,0,0,0,0,3,202510080100,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,595,2025-10-08 01:00:00,1,2,0,0.25881904510252074,0.9659258262890683,True,False,False,False,low
t_travospublic_measure_1h.7310175,86,,6110090,2,20251008,100,204,152,0,0,0,0,0,189,115,0,0,0,0,0,3,202510080100,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,660,2025-10-08 01:00:00,1,2,0,0.25881904510252074,0.9659258262890683,False,True,False,False,low
t_travospublic_measure_1h.7310176,86,,6110100,2,20251008,100,48,44,0,0,0,0,0,64,40,0,0,0,0,0,3,202510080100,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,196,2025-10-08 01:00:00,1,2,0,0.25881904510252074,0.9659258262890683,False,False,True,False,low
t_travospublic_measure_1h.7310216,86,,6110530,2,20251008,100,102,64,0,0,0,0,0,125,70,0,0,0,0,0,3,202510080100,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,361,2025-10-08 01:00:00,1,2,0,0.25881904510252074,0.9659258262890683,False,False,False,True,low
t_travospublic_measure_1h.7325032,86,,6110530,2,20251008,1600,637,166,0,0,0,0,0,826,198,0,0,0,0,0,3,202510081600,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1827,2025-10-08 16:00:00,16,2,0,-0.8660254037844384,-0.5000000000000004,False,False,False,True,medium
t_travospublic_measure_1h.7311179,86,,6110080,2,20251008,200,129,144,0,0,0,0,0,177,124,0,0,0,0,0,3,202510080200,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,574,2025-10-08 02:00:00,2,2,0,0.49999999999999994,0.8660254037844387,True,False,False,False,low
t_travospublic_measure_1h.7311180,86,,6110090,2,20251008,200,200,153,0,0,0,0,0,180,166,0,0,0,0,0,3,202510080200,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,699,2025-10-08 02:00:00,2,2,0,0.49999999999999994,0.8660254037844387,False,True,False,False,low
t_travospublic_measure_1h.7311181,86,,6110100,2,20251008,200,60,65,0,0,0,0,0,60,43,0,0,0,0,0,3,202510080200,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,228,2025-10-08 02:00:00,2,2,0,0.49999999999999994,0.8660254037844387,False,False,True,False,low
t_travospublic_measure_1h.7311221,86,,6110530,2,20251008,200,101,69,0,0,0,0,0,107,96,0,0,0,0,0,3,202510080200,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,373,2025-10-08 02:00:00,2,2,0,0.49999999999999994,0.8660254037844387,False,False,False,True,low
t_travospublic_measure_1h.7312182,86,,6110080,2,20251008,300,140,147,0,0,0,0,0,183,166,0,0,0,0,0,3,202510080300,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,636,2025-10-08 03:00:00,3,2,0,0.7071067811865475,0.7071067811865476,True,False,False,False,low
t_travospublic_measure_1h.7312183,86,,6110090,2,20251008,300,185,171,0,0,0,0,0,190,179,0,0,0,0,0,3,202510080300,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,725,2025-10-08 03:00:00,3,2,0,0.7071067811865475,0.7071067811865476,False,True,False,False,low
t_travospublic_measure_1h.7312184,86,,6110100,2,20251008,300,50,78,0,0,0,0,0,49,55,0,0,0,0,0,3,202510080300,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,232,2025-10-08 03:00:00,3,2,0,0.7071067811865475,0.7071067811865476,False,False,True,False,low
t_travospublic_measure_1h.7312224,86,,6110530,2,20251008,300,84,79,0,0,0,0,0,95,124,0,0,0,0,0,3,202510080300,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,382,2025-10-08 03:00:00,3,2,0,0.7071067811865475,0.7071067811865476,False,False,False,True,low
t_travospublic_measure_1h.7323209,86,,6110080,2,20251008,1400,1017,405,0,0,0,0,0,1027,425,0,0,0,0,0,3,202510081400,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2874,2025-10-08 14:00:00,14,2,0,-0.4999999999999998,-0.8660254037844388,True,False,False,False,high
t_travospublic_measure_1h.7323210,86,,6110090,2,20251008,1400,1170,389,0,0,0,0,0,1297,460,0,0,0,0,0,3,202510081400,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3316,2025-10-08 14:00:00,14,2,0,-0.4999999999999998,-0.8660254037844388,False,True,False,False,high
t_travospublic_measure_1h.7323211,86,,6110100,2,20251008,1400,435,126,0,0,0,0,0,486,146,0,0,0,0,0,3,202510081400,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1193,2025-10-08 14:00:00,14,2,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,medium
t_travospublic_measure_1h.7323251,86,,6110530,2,20251008,1400,606,263,0,0,0,0,0,639,295,0,0,0,0,0,3,202510081400,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1803,2025-10-08 14:00:00,14,2,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,medium
t_travospublic_measure_1h.7313185,86,,6110080,2,20251008,400,183,207,0,0,0,0,0,261,242,0,0,0,0,0,3,202510080400,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,893,2025-10-08 04:00:00,4,2,0,0.8660254037844386,0.5000000000000001,True,False,False,False,low
t_travospublic_measure_1h.7313186,86,,6110090,2,20251008,400,232,273,0,0,0,0,0,258,240,0,0,0,0,0,3,202510080400,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,1003,2025-10-08 04:00:00,4,2,0,0.8660254037844386,0.5000000000000001,False,True,False,False,low
t_travospublic_measure_1h.7313187,86,,6110100,2,20251008,400,77,86,0,0,0,0,0,65,86,0,0,0,0,0,3,202510080400,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,314,2025-10-08 04:00:00,4,2,0,0.8660254037844386,0.5000000000000001,False,False,True,False,low
t_travospublic_measure_1h.7313227,86,,6110530,2,20251008,400,176,139,0,0,0,0,0,112,142,0,0,0,0,0,3,202510080400,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,569,2025-10-08 04:00:00,4,2,0,0.8660254037844386,0.5000000000000001,False,False,False,True,low
t_travospublic_measure_1h.7314188,86,,6110080,2,20251008,500,393,340,0,0,0,0,0,438,308,0,0,0,0,0,3,202510080500,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,1479,2025-10-08 05:00:00,5,2,0,0.9659258262890683,0.25881904510252074,True,False,False,False,medium
t_travospublic_measure_1h.7314189,86,,6110090,2,20251008,500,480,378,0,0,0,0,0,668,350,0,0,0,0,0,3,202510080500,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,1876,2025-10-08 05:00:00,5,2,0,0.9659258262890683,0.25881904510252074,False,True,False,False,medium
t_travospublic_measure_1h.7314190,86,,6110100,2,20251008,500,245,114,0,0,0,0,0,173,110,0,0,0,0,0,3,202510080500,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,642,2025-10-08 05:00:00,5,2,0,0.9659258262890683,0.25881904510252074,False,False,True,False,low
t_travospublic_measure_1h.7314230,86,,6110530,2,20251008,500,382,177,0,0,0,0,0,267,181,0,0,0,0,0,3,202510080500,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1007,2025-10-08 05:00:00,5,2,0,0.9659258262890683,0.25881904510252074,False,False,False,True,low
t_travospublic_measure_1h.7315191,86,,6110080,2,20251008,600,1089,388,0,0,0,0,0,1095,400,0,0,0,0,0,3,202510080600,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2972,2025-10-08 06:00:00,6,2,0,1.0,6.123233995736766e-17,True,False,False,False,high
t_travospublic_measure_1h.7315192,86,,6110090,2,20251008,600,1278,471,0,0,0,0,0,1428,427,0,0,0,0,0,3,202510080600,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3604,2025-10-08 06:00:00,6,2,0,1.0,6.123233995736766e-17,False,True,False,False,high
t_travospublic_measure_1h.7315193,86,,6110100,2,20251008,600,534,156,0,0,0,0,0,385,136,0,0,0,0,0,3,202510080600,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1211,2025-10-08 06:00:00,6,2,0,1.0,6.123233995736766e-17,False,False,True,False,medium
t_travospublic_measure_1h.7315233,86,,6110530,2,20251008,600,1091,207,0,0,0,0,0,615,234,0,0,0,0,0,3,202510080600,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,2147,2025-10-08 06:00:00,6,2,0,1.0,6.123233995736766e-17,False,False,False,True,high
t_travospublic_measure_1h.7316194,86,,6110080,2,20251008,700,1380,335,0,0,0,0,0,1573,402,0,0,0,0,0,3,202510080700,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,3690,2025-10-08 07:00:00,7,2,0,0.9659258262890683,-0.25881904510252063,True,False,False,False,high
t_travospublic_measure_1h.7316195,86,,6110090,2,20251008,700,1430,303,0,0,0,0,0,1583,376,0,0,0,0,0,3,202510080700,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3692,2025-10-08 07:00:00,7,2,0,0.9659258262890683,-0.25881904510252063,False,True,False,False,high
t_travospublic_measure_1h.7316196,86,,6110100,2,20251008,700,718,118,0,0,0,0,0,555,105,0,0,0,0,0,3,202510080700,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1496,2025-10-08 07:00:00,7,2,0,0.9659258262890683,-0.25881904510252063,False,False,True,False,medium
t_travospublic_measure_1h.7316236,86,,6110530,2,20251008,700,1058,206,0,0,0,0,0,848,225,0,0,0,0,0,3,202510080700,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,2337,2025-10-08 07:00:00,7,2,0,0.9659258262890683,-0.25881904510252063,False,False,False,True,high
t_travospublic_measure_1h.7317197,86,,6110080,2,20251008,800,1079,372,0,0,0,0,0,1366,423,0,0,0,0,0,3,202510080800,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,3240,2025-10-08 08:00:00,8,2,0,0.8660254037844387,-0.49999999999999983,True,False,False,False,high
t_travospublic_measure_1h.7317198,86,,6110090,2,20251008,800,1415,378,0,0,0,0,0,1353,388,0,0,0,0,0,3,202510080800,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3534,2025-10-08 08:00:00,8,2,0,0.8660254037844387,-0.49999999999999983,False,True,False,False,high
t_travospublic_measure_1h.7317199,86,,6110100,2,20251008,800,698,102,0,0,0,0,0,489,120,0,0,0,0,0,3,202510080800,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1409,2025-10-08 08:00:00,8,2,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,medium
t_travospublic_measure_1h.7317239,86,,6110530,2,20251008,800,791,231,0,0,0,0,0,685,235,0,0,0,0,0,3,202510080800,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1942,2025-10-08 08:00:00,8,2,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,medium
t_travospublic_measure_1h.7318199,86,,6110080,2,20251008,900,971,391,0,0,0,0,0,962,483,0,0,0,0,0,3,202510080900,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2807,2025-10-08 09:00:00,9,2,0,0.7071067811865476,-0.7071067811865475,True,False,False,False,high
t_travospublic_measure_1h.7318200,86,,6110090,2,20251008,900,1281,482,0,0,0,0,0,1201,506,0,0,0,0,0,3,202510080900,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3470,2025-10-08 09:00:00,9,2,0,0.7071067811865476,-0.7071067811865475,False,True,False,False,high
t_travospublic_measure_1h.7318201,86,,6110100,2,20251008,900,535,123,0,0,0,0,0,448,150,0,0,0,0,0,3,202510080900,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1256,2025-10-08 09:00:00,9,2,0,0.7071067811865476,-0.7071067811865475,False,False,True,False,medium
t_travospublic_measure_1h.7318241,86,,6110530,2,20251008,900,661,307,0,0,0,0,0,591,344,0,0,0,0,0,3,202510080900,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1903,2025-10-08 09:00:00,9,2,0,0.7071067811865476,-0.7071067811865475,False,False,False,True,medium
t_travospublic_measure_1h.7324212,86,,6110080,2,20251008,1500,1075,391,0,0,0,0,0,1105,381,0,0,0,0,0,3,202510081500,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2952,2025-10-08 15:00:00,15,2,0,-0.7071067811865471,-0.7071067811865479,True,False,False,False,high
t_travospublic_measure_1h.7324213,86,,6110090,2,20251008,1500,1366,339,0,0,0,0,0,1510,359,0,0,0,0,0,3,202510081500,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3574,2025-10-08 15:00:00,15,2,0,-0.7071067811865471,-0.7071067811865479,False,True,False,False,high
t_travospublic_measure_1h.7324214,86,,6110100,2,20251008,1500,491,133,0,0,0,0,0,497,128,0,0,0,0,0,3,202510081500,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1249,2025-10-08 15:00:00,15,2,0,-0.7071067811865471,-0.7071067811865479,False,False,True,False,medium
t_travospublic_measure_1h.7324254,86,,6110530,2,20251008,1500,605,230,0,0,0,0,0,670,235,0,0,0,0,0,3,202510081500,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1740,2025-10-08 15:00:00,15,2,0,-0.7071067811865471,-0.7071067811865479,False,False,False,True,medium
t_travospublic_measure_1h.7319201,86,,6110080,2,20251008,1000,878,419,0,0,0,0,0,1012,435,0,0,0,0,0,3,202510081000,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2744,2025-10-08 10:00:00,10,2,0,0.49999999999999994,-0.8660254037844387,True,False,False,False,high
t_travospublic_measure_1h.7319202,86,,6110090,2,20251008,1000,1204,526,0,0,0,0,0,1223,553,0,0,0,0,0,3,202510081000,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3506,2025-10-08 10:00:00,10,2,0,0.49999999999999994,-0.8660254037844387,False,True,False,False,high
t_travospublic_measure_1h.7319203,86,,6110100,2,20251008,1000,493,157,0,0,0,0,0,397,164,0,0,0,0,0,3,202510081000,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1211,2025-10-08 10:00:00,10,2,0,0.49999999999999994,-0.8660254037844387,False,False,True,False,medium
t_travospublic_measure_1h.7319243,86,,6110530,2,20251008,1000,653,317,0,0,0,0,0,568,278,0,0,0,0,0,3,202510081000,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1816,2025-10-08 10:00:00,10,2,0,0.49999999999999994,-0.8660254037844387,False,False,False,True,medium
t_travospublic_measure_1h.7320202,86,,6110080,2,20251008,1100,895,349,0,0,0,0,0,1006,449,0,0,0,0,0,3,202510081100,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2699,2025-10-08 11:00:00,11,2,0,0.258819045102521,-0.9659258262890682,True,False,False,False,high
t_travospublic_measure_1h.7320203,86,,6110090,2,20251008,1100,1231,506,0,0,0,0,0,1249,515,0,0,0,0,0,3,202510081100,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3501,2025-10-08 11:00:00,11,2,0,0.258819045102521,-0.9659258262890682,False,True,False,False,high
t_travospublic_measure_1h.7320204,86,,6110100,2,20251008,1100,476,137,0,0,0,0,0,395,165,0,0,0,0,0,3,202510081100,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1173,2025-10-08 11:00:00,11,2,0,0.258819045102521,-0.9659258262890682,False,False,True,False,medium
t_travospublic_measure_1h.7320244,86,,6110530,2,20251008,1100,605,271,0,0,0,0,0,599,248,0,0,0,0,0,3,202510081100,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1723,2025-10-08 11:00:00,11,2,0,0.258819045102521,-0.9659258262890682,False,False,False,True,medium
t_travospublic_measure_1h.7321204,86,,6110080,2,20251008,1200,925,331,0,0,0,0,0,1001,362,0,0,0,0,0,3,202510081200,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2619,2025-10-08 12:00:00,12,2,0,1.2246467991473532e-16,-1.0,True,False,False,False,high
t_travospublic_measure_1h.7321205,86,,6110090,2,20251008,1200,1199,441,0,0,0,0,0,1199,406,0,0,0,0,0,3,202510081200,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3245,2025-10-08 12:00:00,12,2,0,1.2246467991473532e-16,-1.0,False,True,False,False,high
t_travospublic_measure_1h.7321206,86,,6110100,2,20251008,1200,480,121,0,0,0,0,0,454,115,0,0,0,0,0,3,202510081200,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1170,2025-10-08 12:00:00,12,2,0,1.2246467991473532e-16,-1.0,False,False,True,False,medium
t_travospublic_measure_1h.7321246,86,,6110530,2,20251008,1200,574,251,0,0,0,0,0,518,240,0,0,0,0,0,3,202510081200,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1583,2025-10-08 12:00:00,12,2,0,1.2246467991473532e-16,-1.0,False,False,False,True,medium
t_travospublic_measure_1h.7322206,86,,6110080,2,20251008,1300,974,356,0,0,0,0,0,1057,402,0,0,0,0,0,3,202510081300,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2789,2025-10-08 13:00:00,13,2,0,-0.2588190451025208,-0.9659258262890683,True,False,False,False,high
t_travospublic_measure_1h.7322207,86,,6110090,2,20251008,1300,1168,389,0,0,0,0,0,1209,428,0,0,0,0,0,3,202510081300,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3194,2025-10-08 13:00:00,13,2,0,-0.2588190451025208,-0.9659258262890683,False,True,False,False,high
t_travospublic_measure_1h.7322208,86,,6110100,2,20251008,1300,440,96,0,0,0,0,0,453,171,0,0,0,0,0,3,202510081300,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1160,2025-10-08 13:00:00,13,2,0,-0.2588190451025208,-0.9659258262890683,False,False,True,False,medium
t_travospublic_measure_1h.7322248,86,,6110530,2,20251008,1300,567,249,0,0,0,0,0,602,284,0,0,0,0,0,3,202510081300,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1702,2025-10-08 13:00:00,13,2,0,-0.2588190451025208,-0.9659258262890683,False,False,False,True,medium
t_travospublic_measure_1h.7325993,86,,6110080,2,20251008,1700,1533,273,0,0,0,0,0,1485,233,0,0,0,0,0,3,202510081700,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,3524,2025-10-08 17:00:00,17,2,0,-0.9659258262890683,-0.25881904510252063,True,False,False,False,high
t_travospublic_measure_1h.7325994,86,,6110090,2,20251008,1700,1738,206,0,0,0,0,0,1756,180,0,0,0,0,0,3,202510081700,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3880,2025-10-08 17:00:00,17,2,0,-0.9659258262890683,-0.25881904510252063,False,True,False,False,high
t_travospublic_measure_1h.7325995,86,,6110100,2,20251008,1700,656,69,0,0,0,0,0,662,66,0,0,0,0,0,3,202510081700,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1453,2025-10-08 17:00:00,17,2,0,-0.9659258262890683,-0.25881904510252063,False,False,True,False,medium
t_travospublic_measure_1h.7326035,86,,6110530,2,20251008,1700,821,133,0,0,0,0,0,1176,137,0,0,0,0,0,3,202510081700,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,2267,2025-10-08 17:00:00,17,2,0,-0.9659258262890683,-0.25881904510252063,False,False,False,True,high
t_travospublic_measure_1h.7326996,86,,6110080,2,20251008,1800,1500,209,0,0,0,0,0,1464,196,0,0,0,0,0,3,202510081800,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,3369,2025-10-08 18:00:00,18,2,0,-1.0,-1.8369701987210297e-16,True,False,False,False,high
t_travospublic_measure_1h.7326997,86,,6110090,2,20251008,1800,1789,161,0,0,0,0,0,1760,157,0,0,0,0,0,3,202510081800,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3867,2025-10-08 18:00:00,18,2,0,-1.0,-1.8369701987210297e-16,False,True,False,False,high
t_travospublic_measure_1h.7326998,86,,6110100,2,20251008,1800,718,39,0,0,0,0,0,667,49,0,0,0,0,0,3,202510081800,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1473,2025-10-08 18:00:00,18,2,0,-1.0,-1.8369701987210297e-16,False,False,True,False,medium
t_travospublic_measure_1h.7327038,86,,6110530,2,20251008,1800,852,93,0,0,0,0,0,1143,114,0,0,0,0,0,3,202510081800,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,2202,2025-10-08 18:00:00,18,2,0,-1.0,-1.8369701987210297e-16,False,False,False,True,high
t_travospublic_measure_1h.7327999,86,,6110080,2,20251008,1900,1143,159,0,0,0,0,0,1180,161,0,0,0,0,0,3,202510081900,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,2643,2025-10-08 19:00:00,19,2,0,-0.9659258262890684,0.2588190451025203,True,False,False,False,high
t_travospublic_measure_1h.7328000,86,,6110090,2,20251008,1900,1417,121,0,0,0,0,0,1436,137,0,0,0,0,0,3,202510081900,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,3111,2025-10-08 19:00:00,19,2,0,-0.9659258262890684,0.2588190451025203,False,True,False,False,high
t_travospublic_measure_1h.7328001,86,,6110100,2,20251008,1900,525,31,0,0,0,0,0,591,43,0,0,0,0,0,3,202510081900,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,1190,2025-10-08 19:00:00,19,2,0,-0.9659258262890684,0.2588190451025203,False,False,True,False,medium
t_travospublic_measure_1h.7328041,86,,6110530,2,20251008,1900,634,93,0,0,0,0,0,876,110,0,0,0,0,0,3,202510081900,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1713,2025-10-08 19:00:00,19,2,0,-0.9659258262890684,0.2588190451025203,False,False,False,True,medium
t_travospublic_measure_1h.7329002,86,,6110080,2,20251008,2000,824,129,0,0,0,0,0,853,142,0,0,0,0,0,3,202510082000,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20251008_clean.csv,1948,2025-10-08 20:00:00,20,2,0,-0.8660254037844386,0.5000000000000001,True,False,False,False,medium
t_travospublic_measure_1h.7329003,86,,6110090,2,20251008,2000,1049,120,0,0,0,0,0,1021,128,0,0,0,0,0,3,202510082000,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20251008_clean.csv,2318,2025-10-08 20:00:00,20,2,0,-0.8660254037844386,0.5000000000000001,False,True,False,False,high
t_travospublic_measure_1h.7329004,86,,6110100,2,20251008,2000,362,33,0,0,0,0,0,452,34,0,0,0,0,0,3,202510082000,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20251008_clean.csv,881,2025-10-08 20:00:00,20,2,0,-0.8660254037844386,0.5000000000000001,False,False,True,False,low
t_travospublic_measure_1h.7329044,86,,6110530,2,20251008,2000,477,85,0,0,0,0,0,670,94,0,0,0,0,0,3,202510082000,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20251008_clean.csv,1326,2025-10-08 20:00:00,20,2,0,-0.8660254037844386,0.5000000000000001,False,False,False,True,medium
