FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,ジオメトリ,source_file,total_volume,datetime,hour,dayofweek,is_weekend,hour_sin,hour_cos,station_6110080,station_6110090,station_6110100,station_6110530,congestion_class
t_travospublic_measure_1h.6884261,86,,6110080,2,20250922,0,217,69,0,0,0,0,0,214,74,0,0,0,0,0,3,202509220000,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,574,2025-09-22 00:00:00,0,0,0,0.0,1.0,True,False,False,False,low
t_travospublic_measure_1h.6884262,86,,6110090,2,20250922,0,342,93,0,0,0,0,0,290,69,0,0,0,0,0,3,202509220000,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,794,2025-09-22 00:00:00,0,0,0,0.0,1.0,False,True,False,False,low
t_travospublic_measure_1h.6884263,86,,6110100,2,20250922,0,102,27,0,0,0,0,0,106,29,0,0,0,0,0,3,202509220000,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,264,2025-09-22 00:00:00,0,0,0,0.0,1.0,False,False,True,False,low
t_travospublic_measure_1h.6884303,86,,6110530,2,20250922,0,164,40,0,0,0,0,0,161,49,0,0,0,0,0,3,202509220000,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,414,2025-09-22 00:00:00,0,0,0,0.0,1.0,False,False,False,True,low
t_travospublic_measure_1h.6885374,86,,6110080,2,20250922,100,178,101,0,0,0,0,0,149,97,0,0,0,0,0,3,202509220100,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,525,2025-09-22 01:00:00,1,0,0,0.25881904510252074,0.9659258262890683,True,False,False,False,low
t_travospublic_measure_1h.6885375,86,,6110090,2,20250922,100,229,110,0,0,0,0,0,191,85,0,0,0,0,0,3,202509220100,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,615,2025-09-22 01:00:00,1,0,0,0.25881904510252074,0.9659258262890683,False,True,False,False,low
t_travospublic_measure_1h.6885376,86,,6110100,2,20250922,100,60,43,0,0,0,0,0,71,28,0,0,0,0,0,3,202509220100,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,202,2025-09-22 01:00:00,1,0,0,0.25881904510252074,0.9659258262890683,False,False,True,False,low
t_travospublic_measure_1h.6885416,86,,6110530,2,20250922,100,117,50,0,0,0,0,0,113,59,0,0,0,0,0,3,202509220100,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,339,2025-09-22 01:00:00,1,0,0,0.25881904510252074,0.9659258262890683,False,False,False,True,low
t_travospublic_measure_1h.6886487,86,,6110080,2,20250922,200,103,102,0,0,0,0,0,141,96,0,0,0,0,0,3,202509220200,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,442,2025-09-22 02:00:00,2,0,0,0.49999999999999994,0.8660254037844387,True,False,False,False,low
t_travospublic_measure_1h.6886488,86,,6110090,2,20250922,200,136,124,0,0,0,0,0,142,153,0,0,0,0,0,3,202509220200,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,555,2025-09-22 02:00:00,2,0,0,0.49999999999999994,0.8660254037844387,False,True,False,False,low
t_travospublic_measure_1h.6886489,86,,6110100,2,20250922,200,51,42,0,0,0,0,0,37,40,0,0,0,0,0,3,202509220200,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,170,2025-09-22 02:00:00,2,0,0,0.49999999999999994,0.8660254037844387,False,False,True,False,low
t_travospublic_measure_1h.6886529,86,,6110530,2,20250922,200,93,61,0,0,0,0,0,78,65,0,0,0,0,0,3,202509220200,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,297,2025-09-22 02:00:00,2,0,0,0.49999999999999994,0.8660254037844387,False,False,False,True,low
t_travospublic_measure_1h.6887600,86,,6110080,2,20250922,300,121,171,0,0,0,0,0,152,122,0,0,0,0,0,3,202509220300,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,566,2025-09-22 03:00:00,3,0,0,0.7071067811865475,0.7071067811865476,True,False,False,False,low
t_travospublic_measure_1h.6887601,86,,6110090,2,20250922,300,137,159,0,0,0,0,0,171,141,0,0,0,0,0,3,202509220300,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,608,2025-09-22 03:00:00,3,0,0,0.7071067811865475,0.7071067811865476,False,True,False,False,low
t_travospublic_measure_1h.6887602,86,,6110100,2,20250922,300,61,64,0,0,0,0,0,45,43,0,0,0,0,0,3,202509220300,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,213,2025-09-22 03:00:00,3,0,0,0.7071067811865475,0.7071067811865476,False,False,True,False,low
t_travospublic_measure_1h.6887642,86,,6110530,2,20250922,300,81,70,0,0,0,0,0,94,113,0,0,0,0,0,3,202509220300,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,358,2025-09-22 03:00:00,3,0,0,0.7071067811865475,0.7071067811865476,False,False,False,True,low
t_travospublic_measure_1h.6888713,86,,6110080,2,20250922,400,185,209,0,0,0,0,0,240,198,0,0,0,0,0,3,202509220400,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,832,2025-09-22 04:00:00,4,0,0,0.8660254037844386,0.5000000000000001,True,False,False,False,low
t_travospublic_measure_1h.6888714,86,,6110090,2,20250922,400,197,266,0,0,0,0,0,250,238,0,0,0,0,0,3,202509220400,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,951,2025-09-22 04:00:00,4,0,0,0.8660254037844386,0.5000000000000001,False,True,False,False,low
t_travospublic_measure_1h.6888715,86,,6110100,2,20250922,400,100,99,0,0,0,0,0,60,89,0,0,0,0,0,3,202509220400,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,348,2025-09-22 04:00:00,4,0,0,0.8660254037844386,0.5000000000000001,False,False,True,False,low
t_travospublic_measure_1h.6888755,86,,6110530,2,20250922,400,159,125,0,0,0,0,0,123,150,0,0,0,0,0,3,202509220400,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,557,2025-09-22 04:00:00,4,0,0,0.8660254037844386,0.5000000000000001,False,False,False,True,low
t_travospublic_measure_1h.6889824,86,,6110080,2,20250922,500,420,337,0,0,0,0,0,459,292,0,0,0,0,0,3,202509220500,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,1508,2025-09-22 05:00:00,5,0,0,0.9659258262890683,0.25881904510252074,True,False,False,False,medium
t_travospublic_measure_1h.6889825,86,,6110090,2,20250922,500,529,409,0,0,0,0,0,638,349,0,0,0,0,0,3,202509220500,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,1925,2025-09-22 05:00:00,5,0,0,0.9659258262890683,0.25881904510252074,False,True,False,False,medium
t_travospublic_measure_1h.6889826,86,,6110100,2,20250922,500,257,122,0,0,0,0,0,155,137,0,0,0,0,0,3,202509220500,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,671,2025-09-22 05:00:00,5,0,0,0.9659258262890683,0.25881904510252074,False,False,True,False,low
t_travospublic_measure_1h.6889866,86,,6110530,2,20250922,500,437,178,0,0,0,0,0,276,182,0,0,0,0,0,3,202509220500,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1073,2025-09-22 05:00:00,5,0,0,0.9659258262890683,0.25881904510252074,False,False,False,True,low
t_travospublic_measure_1h.6890938,86,,6110080,2,20250922,600,1108,417,0,0,0,0,0,1151,375,0,0,0,0,0,3,202509220600,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3051,2025-09-22 06:00:00,6,0,0,1.0,6.123233995736766e-17,True,False,False,False,high
t_travospublic_measure_1h.6890939,86,,6110090,2,20250922,600,1202,447,0,0,0,0,0,1385,409,0,0,0,0,0,3,202509220600,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3443,2025-09-22 06:00:00,6,0,0,1.0,6.123233995736766e-17,False,True,False,False,high
t_travospublic_measure_1h.6890940,86,,6110100,2,20250922,600,487,173,0,0,0,0,0,404,137,0,0,0,0,0,3,202509220600,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1201,2025-09-22 06:00:00,6,0,0,1.0,6.123233995736766e-17,False,False,True,False,medium
t_travospublic_measure_1h.6890980,86,,6110530,2,20250922,600,1035,213,0,0,0,0,0,623,236,0,0,0,0,0,3,202509220600,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,2107,2025-09-22 06:00:00,6,0,0,1.0,6.123233995736766e-17,False,False,False,True,medium
t_travospublic_measure_1h.6892052,86,,6110080,2,20250922,700,1305,397,0,0,0,0,0,1604,443,0,0,0,0,0,3,202509220700,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3749,2025-09-22 07:00:00,7,0,0,0.9659258262890683,-0.25881904510252063,True,False,False,False,high
t_travospublic_measure_1h.6892053,86,,6110090,2,20250922,700,1434,334,0,0,0,0,0,1489,403,0,0,0,0,0,3,202509220700,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3660,2025-09-22 07:00:00,7,0,0,0.9659258262890683,-0.25881904510252063,False,True,False,False,high
t_travospublic_measure_1h.6892054,86,,6110100,2,20250922,700,627,127,0,0,0,0,0,560,108,0,0,0,0,0,3,202509220700,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1422,2025-09-22 07:00:00,7,0,0,0.9659258262890683,-0.25881904510252063,False,False,True,False,medium
t_travospublic_measure_1h.6892094,86,,6110530,2,20250922,700,1112,212,0,0,0,0,0,632,171,0,0,0,0,0,3,202509220700,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,2127,2025-09-22 07:00:00,7,0,0,0.9659258262890683,-0.25881904510252063,False,False,False,True,medium
t_travospublic_measure_1h.6893160,86,,6110080,2,20250922,800,1139,377,0,0,0,0,0,1271,419,0,0,0,0,0,3,202509220800,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3206,2025-09-22 08:00:00,8,0,0,0.8660254037844387,-0.49999999999999983,True,False,False,False,high
t_travospublic_measure_1h.6893161,86,,6110090,2,20250922,800,1456,365,0,0,0,0,0,1413,405,0,0,0,0,0,3,202509220800,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3639,2025-09-22 08:00:00,8,0,0,0.8660254037844387,-0.49999999999999983,False,True,False,False,high
t_travospublic_measure_1h.6893162,86,,6110100,2,20250922,800,680,88,0,0,0,0,0,519,124,0,0,0,0,0,3,202509220800,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1411,2025-09-22 08:00:00,8,0,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,medium
t_travospublic_measure_1h.6893202,86,,6110530,2,20250922,800,732,217,0,0,0,0,0,692,308,0,0,0,0,0,3,202509220800,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1949,2025-09-22 08:00:00,8,0,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,medium
t_travospublic_measure_1h.6894275,86,,6110080,2,20250922,900,1013,391,0,0,0,0,0,1080,413,0,0,0,0,0,3,202509220900,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2897,2025-09-22 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,True,False,False,False,high
t_travospublic_measure_1h.6894276,86,,6110090,2,20250922,900,1346,475,0,0,0,0,0,1293,506,0,0,0,0,0,3,202509220900,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3620,2025-09-22 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,False,True,False,False,high
t_travospublic_measure_1h.6894277,86,,6110100,2,20250922,900,598,137,0,0,0,0,0,437,131,0,0,0,0,0,3,202509220900,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1303,2025-09-22 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,False,False,True,False,medium
t_travospublic_measure_1h.6894317,86,,6110530,2,20250922,900,752,276,0,0,0,0,0,567,270,0,0,0,0,0,3,202509220900,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1865,2025-09-22 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,False,False,False,True,medium
t_travospublic_measure_1h.6895390,86,,6110080,2,20250922,1000,1036,334,0,0,0,0,0,1179,400,0,0,0,0,0,3,202509221000,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2949,2025-09-22 10:00:00,10,0,0,0.49999999999999994,-0.8660254037844387,True,False,False,False,high
t_travospublic_measure_1h.6895391,86,,6110090,2,20250922,1000,1314,471,0,0,0,0,0,1285,495,0,0,0,0,0,3,202509221000,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3565,2025-09-22 10:00:00,10,0,0,0.49999999999999994,-0.8660254037844387,False,True,False,False,high
t_travospublic_measure_1h.6895392,86,,6110100,2,20250922,1000,556,149,0,0,0,0,0,465,170,0,0,0,0,0,3,202509221000,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1340,2025-09-22 10:00:00,10,0,0,0.49999999999999994,-0.8660254037844387,False,False,True,False,medium
t_travospublic_measure_1h.6895432,86,,6110530,2,20250922,1000,736,271,0,0,0,0,0,592,266,0,0,0,0,0,3,202509221000,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1865,2025-09-22 10:00:00,10,0,0,0.49999999999999994,-0.8660254037844387,False,False,False,True,medium
t_travospublic_measure_1h.6896504,86,,6110080,2,20250922,1100,1027,314,0,0,0,0,0,1228,407,0,0,0,0,0,3,202509221100,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2976,2025-09-22 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,True,False,False,False,high
t_travospublic_measure_1h.6896505,86,,6110090,2,20250922,1100,1283,487,0,0,0,0,0,1335,509,0,0,0,0,0,3,202509221100,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3614,2025-09-22 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,False,True,False,False,high
t_travospublic_measure_1h.6896506,86,,6110100,2,20250922,1100,569,134,0,0,0,0,0,487,165,0,0,0,0,0,3,202509221100,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1355,2025-09-22 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,False,False,True,False,medium
t_travospublic_measure_1h.6896546,86,,6110530,2,20250922,1100,670,252,0,0,0,0,0,681,242,0,0,0,0,0,3,202509221100,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1845,2025-09-22 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,False,False,False,True,medium
t_travospublic_measure_1h.6897619,86,,6110080,2,20250922,1200,1009,316,0,0,0,0,0,1149,333,0,0,0,0,0,3,202509221200,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2807,2025-09-22 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,True,False,False,False,high
t_travospublic_measure_1h.6897620,86,,6110090,2,20250922,1200,1262,425,0,0,0,0,0,1368,444,0,0,0,0,0,3,202509221200,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3499,2025-09-22 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,False,True,False,False,high
t_travospublic_measure_1h.6897621,86,,6110100,2,20250922,1200,503,132,0,0,0,0,0,487,126,0,0,0,0,0,3,202509221200,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1248,2025-09-22 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,False,False,True,False,medium
t_travospublic_measure_1h.6897661,86,,6110530,2,20250922,1200,697,245,0,0,0,0,0,666,214,0,0,0,0,0,3,202509221200,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1822,2025-09-22 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,False,False,False,True,medium
t_travospublic_measure_1h.6898733,86,,6110080,2,20250922,1300,1077,321,0,0,0,0,0,1190,394,0,0,0,0,0,3,202509221300,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2982,2025-09-22 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890683,True,False,False,False,high
t_travospublic_measure_1h.6898734,86,,6110090,2,20250922,1300,1260,432,0,0,0,0,0,1358,451,0,0,0,0,0,3,202509221300,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3501,2025-09-22 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890683,False,True,False,False,high
t_travospublic_measure_1h.6898735,86,,6110100,2,20250922,1300,477,113,0,0,0,0,0,516,145,0,0,0,0,0,3,202509221300,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1251,2025-09-22 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890683,False,False,True,False,medium
t_travospublic_measure_1h.6898775,86,,6110530,2,20250922,1300,639,220,0,0,0,0,0,698,247,0,0,0,0,0,3,202509221300,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1804,2025-09-22 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890683,False,False,False,True,medium
t_travospublic_measure_1h.6899848,86,,6110080,2,20250922,1400,1130,355,0,0,0,0,0,1215,375,0,0,0,0,0,3,202509221400,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3075,2025-09-22 14:00:00,14,0,0,-0.4999999999999998,-0.8660254037844388,True,False,False,False,high
t_travospublic_measure_1h.6899849,86,,6110090,2,20250922,1400,1280,419,0,0,0,0,0,1401,438,0,0,0,0,0,3,202509221400,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3538,2025-09-22 14:00:00,14,0,0,-0.4999999999999998,-0.8660254037844388,False,True,False,False,high
t_travospublic_measure_1h.6899850,86,,6110100,2,20250922,1400,530,130,0,0,0,0,0,556,175,0,0,0,0,0,3,202509221400,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1391,2025-09-22 14:00:00,14,0,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,medium
t_travospublic_measure_1h.6899890,86,,6110530,2,20250922,1400,627,216,0,0,0,0,0,706,269,0,0,0,0,0,3,202509221400,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1818,2025-09-22 14:00:00,14,0,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,medium
t_travospublic_measure_1h.6900963,86,,6110080,2,20250922,1500,1129,367,0,0,0,0,0,1233,328,0,0,0,0,0,3,202509221500,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3057,2025-09-22 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,True,False,False,False,high
t_travospublic_measure_1h.6900964,86,,6110090,2,20250922,1500,1420,365,0,0,0,0,0,1434,382,0,0,0,0,0,3,202509221500,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3601,2025-09-22 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,False,True,False,False,high
t_travospublic_measure_1h.6900965,86,,6110100,2,20250922,1500,498,115,0,0,0,0,0,633,143,0,0,0,0,0,3,202509221500,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1389,2025-09-22 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,False,False,True,False,medium
t_travospublic_measure_1h.6901005,86,,6110530,2,20250922,1500,613,219,0,0,0,0,0,821,247,0,0,0,0,0,3,202509221500,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1900,2025-09-22 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,False,False,False,True,medium
t_travospublic_measure_1h.6902078,86,,6110080,2,20250922,1600,1194,381,0,0,0,0,0,1262,296,0,0,0,0,0,3,202509221600,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3133,2025-09-22 16:00:00,16,0,0,-0.8660254037844384,-0.5000000000000004,True,False,False,False,high
t_travospublic_measure_1h.6902079,86,,6110090,2,20250922,1600,1560,331,0,0,0,0,0,1563,314,0,0,0,0,0,3,202509221600,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3768,2025-09-22 16:00:00,16,0,0,-0.8660254037844384,-0.5000000000000004,False,True,False,False,high
t_travospublic_measure_1h.6902080,86,,6110100,2,20250922,1600,570,97,0,0,0,0,0,593,104,0,0,0,0,0,3,202509221600,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1364,2025-09-22 16:00:00,16,0,0,-0.8660254037844384,-0.5000000000000004,False,False,True,False,medium
t_travospublic_measure_1h.6902120,86,,6110530,2,20250922,1600,670,200,0,0,0,0,0,848,183,0,0,0,0,0,3,202509221600,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1901,2025-09-22 16:00:00,16,0,0,-0.8660254037844384,-0.5000000000000004,False,False,False,True,medium
t_travospublic_measure_1h.6903193,86,,6110080,2,20250922,1700,1561,272,0,0,0,0,0,1456,240,0,0,0,0,0,3,202509221700,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3529,2025-09-22 17:00:00,17,0,0,-0.9659258262890683,-0.25881904510252063,True,False,False,False,high
t_travospublic_measure_1h.6903194,86,,6110090,2,20250922,1700,1764,238,0,0,0,0,0,1809,199,0,0,0,0,0,3,202509221700,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,4010,2025-09-22 17:00:00,17,0,0,-0.9659258262890683,-0.25881904510252063,False,True,False,False,high
t_travospublic_measure_1h.6903195,86,,6110100,2,20250922,1700,668,68,0,0,0,0,0,698,81,0,0,0,0,0,3,202509221700,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1515,2025-09-22 17:00:00,17,0,0,-0.9659258262890683,-0.25881904510252063,False,False,True,False,medium
t_travospublic_measure_1h.6903235,86,,6110530,2,20250922,1700,836,154,0,0,0,0,0,1098,152,0,0,0,0,0,3,202509221700,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,2240,2025-09-22 17:00:00,17,0,0,-0.9659258262890683,-0.25881904510252063,False,False,False,True,high
t_travospublic_measure_1h.6904308,86,,6110080,2,20250922,1800,1538,170,0,0,0,0,0,1591,175,0,0,0,0,0,3,202509221800,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,3474,2025-09-22 18:00:00,18,0,0,-1.0,-1.8369701987210297e-16,True,False,False,False,high
t_travospublic_measure_1h.6904309,86,,6110090,2,20250922,1800,1696,153,0,0,0,0,0,1760,173,0,0,0,0,0,3,202509221800,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3782,2025-09-22 18:00:00,18,0,0,-1.0,-1.8369701987210297e-16,False,True,False,False,high
t_travospublic_measure_1h.6904310,86,,6110100,2,20250922,1800,707,35,0,0,0,0,0,672,62,0,0,0,0,0,3,202509221800,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1476,2025-09-22 18:00:00,18,0,0,-1.0,-1.8369701987210297e-16,False,False,True,False,medium
t_travospublic_measure_1h.6904350,86,,6110530,2,20250922,1800,787,96,0,0,0,0,0,1192,114,0,0,0,0,0,3,202509221800,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,2189,2025-09-22 18:00:00,18,0,0,-1.0,-1.8369701987210297e-16,False,False,False,True,high
t_travospublic_measure_1h.6905423,86,,6110080,2,20250922,1900,1215,151,0,0,0,0,0,1394,192,0,0,0,0,0,3,202509221900,MULTIPOINT ((135.744452476501 34.91099177877929)),t_travospublic_measure_1h_road3_20250922_clean.csv,2952,2025-09-22 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,True,False,False,False,high
t_travospublic_measure_1h.6905424,86,,6110090,2,20250922,1900,1585,115,0,0,0,0,0,1682,156,0,0,0,0,0,3,202509221900,MULTIPOINT ((135.649480819702 34.805311519271704)),t_travospublic_measure_1h_road3_20250922_clean.csv,3538,2025-09-22 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,False,True,False,False,high
t_travospublic_measure_1h.6905425,86,,6110100,2,20250922,1900,556,42,0,0,0,0,0,624,32,0,0,0,0,0,3,202509221900,MULTIPOINT ((135.720393061637 34.81945711253497)),t_travospublic_measure_1h_road3_20250922_clean.csv,1254,2025-09-22 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,False,False,True,False,medium
t_travospublic_measure_1h.6905465,86,,6110530,2,20250922,1900,694,76,0,0,0,0,0,999,97,0,0,0,0,0,3,202509221900,MULTIPOINT ((135.684016942977 34.8925928963683)),t_travospublic_measure_1h_road3_20250922_clean.csv,1866,2025-09-22 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,False,False,False,True,medium
